id,username,replies,retweets,text,link,reply_id,reply_username,reply_text
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,56392187,MyWordMyWay,@ewarren @AyannaPressley Damn she need to hit the salad bar more often. That is thic 😳
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,2251310842,vol_star,@ewarren @AyannaPressley Got the Debo endorsement I see. Congrats @ewarren #MAGA2020 https://t.co/gYTLPyxMdk
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,7.44277235109007E+017,10elleva01,@ewarren @AyannaPressley Hope @AyannaPressley has a nice day 🎉
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,27952164,hapkidogal,@ewarren @AddieStan @AyannaPressley Happy Birthday!
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,391492202,tricksudds,"@ewarren @AyannaPressley Happy Birthday Rep.@AyannaPressley, May this coming year be great for you and all of us  ❤️🧡💛💚💙💜"
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,169446951,Acid9,@ewarren @AyannaPressley Someone else you can use for personal gain
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,7.75186210281124E+017,ValBarrett9,@ewarren @AyannaPressley Happy Birthday!
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,230318869,donnaskirts,@ewarren @AyannaPressley Happy Birthday Ayanna!
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,18130253,Diane_23,@ewarren @AyannaPressley Omg! I love ❤️ her! Please find a place for her in your administration.  @AyannaPressley i… https://t.co/a27x4FzI3V
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,45511134,mlane25269,@ewarren @AyannaPressley Big Chief “Runs with Stretch Pants” always fighting for you 😂😂😂😂😂😂 https://t.co/2goaO20br3
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,462316942,BlairDMckee,@ewarren @AyannaPressley Happy birthday!  I am kinda shocked that you allowed her to have the job despite not being… https://t.co/eRa7JXXsIj
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,1.15675614998461E+018,HinesSaritta,@ewarren @AyannaPressley Howwww did @AyannaPressley get her page to magically release balloons
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,1.2226340507305E+018,tanders12034822,"@ewarren @AyannaPressley Ayanna @AyannaPressley you lost me with your rant “We don’t need Black , Brown, Muslim and… https://t.co/ExNtJqKKBQ"
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,3076169579,DrGriseOwens,@ewarren @AyannaPressley I want a President who knows the value of wishing “Happy Birthday!!” 💃🏾💃🏾💙💙
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,1.2226340507305E+018,tanders12034822,@ewarren @AyannaPressley Did you see the new @Project_Veritas tape out today? Not good
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,1.11418231242454E+018,_SarahElla_,@ewarren @AyannaPressley Happy B Day Ayanna! https://t.co/Nw6WoxGvmg
1.2244255285868E+018,ewarren,35,243,Wishing a very happy birthday to my dear friend and Campaign Co-Chair @AyannaPressley! I’m so proud to be your partner in this fight.pic.twitter.com/XPR2u7AFfe,https://twitter.com/ewarren/status/1224425528586797058,40609959,lenetra806,@ewarren @AyannaPressley Happy Birthday!!!🎂
